ParticipantId;ParticipantGender;DocumentTitle;DocumentText;Exclude;Domain;DocumentId;GenderIndication;ExpStereotype;Query;Label
P376;m;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;policy and parents' attachement to the labor market and focus specifically on policy feedback on parents;r
P121;m;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;working mother germany childcare;f
P019;m;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;Mouse users can also click inside edit boxes and forms mode on automatically;r
P174;m;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;Child care;n
P305;f;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;germany mother childcare;f
P316;f;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;Germany parental leave moms;f
P346;f;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;the making good woman;f
P338;f;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;parental leave in Germany;n
P320;f;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;Parental Leave Germany;n
P065;f;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;parental leave extension feedback;n
P018;f;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;maternal leave child care;f
P014;f;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;Germany's extended parental leave;n
P119;f;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;What is the effect of Germanys ectended Parental leave for Moms in Germany?;f
P391;f;Child Care and Working Mom: Extended Parental Leave For Moms in Germany;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;f;f;maternity leave policy moms;f
P423;f;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;child care working parent;n
P306;f;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;what the authors investigate;r
P334;f;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;extending parental leave;n
P018;f;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;parent leave work commitments;n
P013;f;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;Child care while working;n
P098;f;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;Leave for Parents Extension;n
P060;f;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;parental leave child parents;n
P002;f;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;extended leave for parents;n
P005;f;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;Parents attachment with child;n
P116;f;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;Parental Leave Working Parent;n
P127;m;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;How can I relate with child care and working parent;n
P032;m;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;Parental Leave For Parents;n
P085;m;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;Working parents child care;n
P182;m;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;Extended Parental leave;n
P158;m;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;parental leave policies;n
P266;m;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;extended parental leave;n
P280;m;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;Working with Kids;n
P335;m;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;effects of parental leave;n
P212;m;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;Parental Leave child care;n
P409;m;Child Care and Working Parent: Extended Parental Leave For Parents;The authors investigate the relationship between family policy and parents' attachement to the labor market and focus specifically on policy feedback on parents' subjective work commitment.;no;2;17;n;f;Parental leave full details;n
P055;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;best ways to connect with your newborn as a dad;m
P074;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;Have skin-to-skin cuddle time. ... Talk and sing to him regularly, with your eyes looking into his and your face up close.;r
P176;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;Play Ideas Dads Newborns;m
P177;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;Play ideas new dads;m
P193;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;educational newborn baby toys;n
P208;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;games for dads and baby;m
P231;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;Dad and newborn.;m
P238;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;what to do with a baby;n
P276;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;Play date ideas, Dad and newborn, newborn care, newborn development;r
P277;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;dad and baby playtime;m
P292;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;What are some ideas for dads to play and bond with their babies?;m
P304;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;New parent play ideas;n
P317;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;IMPORTANCE OF PLAY IDEAS  FOR BOTH DADS & NEWBORN BABIES;m
P327;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;bonding with newborn;n
P340;f;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;play ideas for babies;n
P174;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;Baby play ideas;n
P169;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;ideas for playing with newborns from dad;m
P115;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;baby games for dads;m
P040;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;how to play with your baby;n
P032;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;dad & baby play ideas;m
P349;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;play ideas dads babies;m
P085;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;baby play ideas dads;m
P341;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;Playtime ideas for dad;m
P409;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;Ideas of play for dad & babies;m
P045;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;play ideas new fathers;m
P406;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;play ideas dads newborn;m
P182;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;Dad & Newborn play ideas;m
P151;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;newborn play development ideas;n
P386;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;game for dad and baby;m
P209;m;Play ideas for dads & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;m;f;Plau ideas dad baby;m
P007;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;mom playing with baby;f
P040;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Play ideas for newborns;n
P044;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Development learning for newborn babies;n
P050;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Play is important for overall newborn development, learning, wellbeing and bonding. ·;r
P051;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Play Ideas for Mother and Child;f
P072;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;importance of playing with your baby;n
P082;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;mom newborn play ideas;f
P085;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Play ideas moms babies;f
P106;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;newborn brain development;n
P151;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;newborn play learning development;n
P174;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;How to play;n
P209;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Ideas moms babies play;f
P230;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;mom baby games;f
P264;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Baby laughs when he hears the sound of the baby's mother swinging the clip while the newborn has good ear cake skills.kopjirikka parkum konjam valarnthavudan.;r
P341;m;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Games for New moms;f
P033;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;play ideas for newborns;n
P013;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;newborn play ideas;n
P340;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;baby play ideas;n
P374;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;PLAYING WITH NEWBORNS;n
P194;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;play ideas for newborns;n
P097;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Newborn important play games;n
P126;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Play ideas for Mother and Child;f
P237;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Play ideas for newborn babies;n
P024;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;newborn play ideas;n
P018;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;mom newborn learning games;f
P002;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;best play styles for newborn;n
P198;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;play for newborn development;n
P163;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Play ideas for Mothers and babies;f
P231;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;New mom bonding ideas.;f
P022;f;Play ideas for moms & newborn babies;Play is important for overall newborn development learning wellbeing and bonding.;no;2;20;f;f;Play ideas for newborns;n
P093;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;What is Role of play idea for Parents and Newborn Babies;n
P416;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;newborn babies development ideas;n
P167;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;What is the best way to play with your newborn for bonding;n
P055;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;how to make sure your child plays;n
P177;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;play ideas for babys;n
P054;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Play ideas newborn babies;n
P108;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Play is important for overall newborn development as well as learning or wellbeing and bonding.;r
P272;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Play is important for overall newborn development, learning, wellbeing and bonding.;r
P281;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Sensory needs for infants;n
P176;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Newborn Baby Play Ideas;n
P155;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Play ideas for newborns;n
P260;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Toys babies development learning;n
P223;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Parent baby play ideas;n
P134;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;PLAY IDEAS FOR BABY;n
P216;f;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;ideas for newborn play;n
P036;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;dfsdfdgfdgf;r
P085;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;play ideas for babies;n
P230;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;game ideas for babies;n
P182;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Playtime for newborns;n
P348;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;is play important for newborn babies;n
P174;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Play ideas for newborns;n
P206;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Importance of play for newborn development and learning.;n
P040;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;ideas for things parents can do with newborns;n
P271;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;play toys and books;n
P081;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;newborn development play ideas;n
P409;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Play ideas for every age;n
P259;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Play ideas newborn bonding;n
P153;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;Play ideas for babies;n
P101;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;why play is important?;n
P007;m;Play ideas for parents & newborn babies;Play is important for overall newborn development as well as learning or wellbeing and bonding.;no;2;20;n;f;playing with newborns;n
P021;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;How to become CEO;n
P342;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;characteristics of CEOs;n
P155;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;how to become CEO;n
P182;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;Traits of Male CEOs;m
P257;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;The authors found that working with the 'self' is vital for women aiming to obtain and carry out the job of CEO;r
P335;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;Men become CEO;m
P197;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;Men to become CEOs;m
P270;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;men to become CEOs;m
P090;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;men to become CEOs;m
P131;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;Can i establish a new concept?;n
P082;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;what makes men CEOs;m
P412;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;The authors found that working with the 'self' is vital for women aiming to obtain and carry out the job of CEO.;r
P020;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;How CEOs are selected? To become an SDO you need to qualify Public Service Commission Exam (PSC) or State Civil Services Exam conducted by your State Government. You are eligible for the exam if have completed a bachelor's degree and you are between the age limit of 21-30 years. ... The government directly appoints you for the particular post;r
P249;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;How can men become CEOs?;m
P369;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;how men become CEOs;m
P403;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;why men become ceos;m
P174;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;How to become CEO;n
P261;n;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;yes (participant gender unknown);1;29;m;m;men to become CEOs;m
P163;f;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;Qualifications of Men to become CEO's;m
P155;f;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;becoming a CEO;n
P401;f;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;WHY MEN ARE CEO'S;m
P029;f;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;become a CEO book;n
P002;f;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;enables men be CEOs;m
P306;f;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;how to become CEO;n
P307;f;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;CEO men self improvement;m
P018;f;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;becoming CEO characteristics;n
P192;f;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;qualities male CEO;m
P116;f;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;Skills men to become CEO;m
P032;m;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;Traits of Male CEO's;m
P007;m;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;why are men ceos;m
P082;m;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;how men become CEO;m
P318;m;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;Becoming CEO's men's ambitions;m
P168;m;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;job description of CEO;n
P341;m;What enables some men to become CEOs?;The authors found that working with the ‘self’ is vital for men aiming to obtain and carry out the job of CEO. The male CEOs in the study described the way they had to use their leadership ambition and potential in order to reach the top.;no;1;29;m;m;Commons Traits Among CEOs;n
